id,name,domain,direction,subdirection,type,hours_min,hours_avg,hours_max,market_min,market_avg,market_max,specialists_raw,roles_model,blend_rate_cost,primary_role,primary_rate_cost,cost_min,cost_avg,cost_max,impro_price_min,impro_price_avg,impro_price_premium,margin_risk,implied_margin_at_market_avg,implied_margin_at_impro_avg
N-023,Статья для VC / отраслевого медиа,marketing,PR,Контент-размещение,Разовая,8,16,28,20000,45000,90000,PR-копирайтер,CONTENT(100%)+PM_cost(10%),1074,CONTENT,1264,9455,18909,33092,18000,47250,112500,NO,58.0,60.0
N-024,Антикризисный PR-план,marketing,PR,Crisis,Разовая,12,24,48,40000,90000,200000,"PR lead, SERM",SERM(100%)+PM_cost(10%),1217,SERM,1432,16067,32134,64268,36000,94500,250000,NO,64.3,66.0
N-025,Календарь thought leadership,marketing,PR,Стратегия,Проектная,10,18,36,30000,60000,120000,PR-стратег,STRATEGIST(100%)+PM_cost(10%),2465,STRATEGIST,2900,27115,48807,97614,38736,78721,177480,NO,18.7,38.0
N-026,Подготовка спикера к интервью,marketing,PR,Media training light,Разовая,4,8,16,15000,35000,70000,PR,BA(100%)+PM_cost(15%),2678,BA,3150,12316,24633,49266,17594,39731,89575,NO,29.6,38.0
N-027,Настройка Telegram Ads,marketing,Performance,Telegram Ads,Разовая,8,16,32,15000,35000,70000,PPC / performance,PPC(100%)+PM_cost(10%),1432,PPC,1685,12604,25208,50415,18006,40658,91664,NO,28.0,38.0
N-028,Ведение Telegram Ads,marketing,Performance,Telegram Ads,Ежемесячная,8,16,30,20000,45000,100000,PPC,PPC(100%)+PM_cost(10%),1432,PPC,1685,12604,25208,47264,18006,47250,125000,NO,44.0,46.6
N-029,Настройка лидогенерации на Авито,marketing,Performance,Classifieds,Разовая,8,16,28,15000,35000,70000,"performance, копирайтер",CONTENT(100%)+PM_cost(10%),1074,CONTENT,1264,9455,18909,33092,13507,36750,87500,NO,46.0,48.5
N-030,Ведение Авито / классифайдов,marketing,Performance,Classifieds,Ежемесячная,8,15,30,20000,40000,80000,performance,BA(100%)+PM_cost(15%),2678,BA,3150,24633,46187,92374,35190,74495,167953,YES,-15.5,38.0
N-031,AI-ассистент в поддержку/продажи (MVP),marketing,Внедрение ИИ,Ассистенты,Проектная,40,80,160,120000,280000,600000,"AI-инженер / fullstack, аналитик, PM",FS(54%)+ANALYTICS(46%)+PM_cost(15%),1904,FS,2240,87584,175168,350336,125120,294000,750000,NO,37.4,40.4
N-032,Автоматизация маркетинговой отчётности с ИИ,marketing,Внедрение ИИ,Аналитика,Проектная,16,32,64,50000,110000,220000,"аналитик, AI-специалист",ANALYTICS(100%)+PM_cost(10%),1904,ANALYTICS,2240,33510,67021,134042,47871,115500,275000,NO,39.1,42.0
N-033,AI-аудит процессов (где внедрять ИИ),marketing,Внедрение ИИ,Диагностика,Разовая,12,24,40,40000,90000,180000,"консультант, аналитик",BA(48%)+ANALYTICS(52%)+PM_cost(10%),2274,BA,3150,30016,60032,100053,42880,96826,225000,NO,33.3,38.0
N-034,AI-пайплайн генерации креативов,marketing,Внедрение ИИ,Креатив,Проектная,12,24,48,35000,75000,150000,"performance, дизайнер, AI",DESIGN(100%)+PM_cost(10%),1432,DESIGN,1685,18906,37811,75623,31500,78750,187500,NO,49.6,52.0
N-035,Сопровождение AI-решения,marketing,Внедрение ИИ,Support,Ежемесячная,8,16,40,30000,70000,150000,"AI/fullstack, PM",FS(100%)+PM_cost(15%),1904,FS,2240,17517,35034,87584,27000,73500,187500,NO,50.0,52.3
